,Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,produce_variety,Type_of_Commodity,Package_Type,package_weight(Kg),Day,Month,Year,Price
538,Horticulture,Cauliflower,crate,39,KES2373.00,12/01/2013,1,9,6,39,1,12,2013,2373.0
539,Horticulture,Lettuce,Bag,51,KES3571.00,12/01/2013,1,23,0,51,1,12,2013,3571.0
540,Horticulture,Passion Fruits,Bag,57,KES3500.00,12/01/2013,1,30,0,57,1,12,2013,3500.0
541,Horticulture,Oranges,Bag,93,KES2556.00,12/01/2013,1,29,0,93,1,12,2013,2556.0
542,Horticulture,Ripe Bananas,Med Bunch,14,KES638.00,12/01/2013,1,34,4,14,1,12,2013,638.0
543,Horticulture,Lemons,Bag,95,KES2569.00,12/01/2013,1,22,0,95,1,12,2013,2569.0
544,Horticulture,Mangoes Local,Bag,126,KES1872.00,12/01/2013,1,25,0,126,1,12,2013,1872.0
545,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1085.00,12/01/2013,1,26,5,25,1,12,2013,1085.0
546,Horticulture,Limes,net,13,KES776.00,12/01/2013,1,24,7,13,1,12,2013,776.0
547,Horticulture,Pineapples,Dozen,13,KES824.00,12/01/2013,1,32,1,13,1,12,2013,824.0
548,Horticulture,Pawpaw,Lg Box,54,KES1498.00,12/01/2013,1,31,3,54,1,12,2013,1498.0
549,Horticulture,Cooking Bananas,Med Bunch,22,KES521.00,12/01/2013,1,11,4,22,1,12,2013,521.0
550,Horticulture,Avocado,Bag,90,KES2303.00,12/01/2013,1,0,0,90,1,12,2013,2303.0
551,Horticulture,Cabbages,Ext Bag,126,KES1728.00,12/01/2013,1,5,2,126,1,12,2013,1728.0
552,Horticulture,Cooking Bananas,Med Bunch,22,KES473.00,01/01/2015,1,11,4,22,1,1,2015,473.0
553,Horticulture,Cabbages,Ext Bag,126,KES2245.00,01/01/2015,1,5,2,126,1,1,2015,2245.0
554,Horticulture,Kales,Bag,50,KES1227.00,01/01/2015,1,21,0,50,1,1,2015,1227.0
555,Horticulture,Avocado,Bag,90,KES2379.00,01/01/2015,1,0,0,90,1,1,2015,2379.0
556,Horticulture,Pawpaw,Lg Box,54,KES1563.00,01/01/2015,1,31,3,54,1,1,2015,1563.0
557,Horticulture,Pineapples,Dozen,13,KES796.00,01/01/2015,1,32,1,13,1,1,2015,796.0
558,Horticulture,Limes,net,13,KES648.00,01/01/2015,1,24,7,13,1,1,2015,648.0
559,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1170.00,01/01/2015,1,26,5,25,1,1,2015,1170.0
560,Horticulture,Mangoes Local,Bag,126,KES1963.00,01/01/2015,1,25,0,126,1,1,2015,1963.0
561,Horticulture,Lemons,Bag,95,KES2540.00,01/01/2015,1,22,0,95,1,1,2015,2540.0
562,Horticulture,Oranges,Bag,93,KES3795.00,01/01/2015,1,29,0,93,1,1,2015,3795.0
563,Horticulture,Passion Fruits,Bag,57,KES4037.00,01/01/2015,1,30,0,57,1,1,2015,4037.0
564,Horticulture,Lettuce,Bag,51,KES2192.00,01/01/2015,1,23,0,51,1,1,2015,2192.0
565,Horticulture,Cauliflower,crate,39,KES2091.00,01/01/2015,1,9,6,39,1,1,2015,2091.0
566,Horticulture,Brinjals,Bag,44,KES1786.00,01/01/2015,1,4,0,44,1,1,2015,1786.0
567,Horticulture,Capsicums,Bag,50,KES2978.00,01/01/2015,1,6,0,50,1,1,2015,2978.0
568,Horticulture,Cucumber,Bag,50,KES1810.00,01/01/2015,1,13,0,50,1,1,2015,1810.0
569,Horticulture,Chillies,Bag,38,KES2624.00,01/01/2015,1,10,0,38,1,1,2015,2624.0
570,Horticulture,Spring Onions,Bag,142,KES1836.00,01/01/2015,1,36,0,142,1,1,2015,1836.0
571,Horticulture,Onions Dry,net,13,KES813.00,01/01/2015,1,28,7,13,1,1,2015,813.0
572,Horticulture,Tomatoes,Lg Box,64,KES4097.00,01/01/2015,1,38,3,64,1,1,2015,4097.0
573,Horticulture,Carrots,Ext Bag,138,KES2840.00,01/01/2015,1,7,2,138,1,1,2015,2840.0
574,Horticulture,Ripe Bananas,Med Bunch,14,KES568.00,01/01/2015,1,34,4,14,1,1,2015,568.0
575,Horticulture,Mangoes Local,Bag,126,KES2201.00,02/01/2015,1,25,0,126,1,2,2015,2201.0
576,Horticulture,Chillies,Bag,38,KES2816.00,02/01/2015,1,10,0,38,1,2,2015,2816.0
577,Horticulture,Capsicums,Bag,50,KES2922.00,02/01/2015,1,6,0,50,1,2,2015,2922.0
578,Horticulture,Cabbages,Ext Bag,126,KES2335.00,02/01/2015,1,5,2,126,1,2,2015,2335.0
579,Horticulture,Limes,net,13,KES688.00,02/01/2015,1,24,7,13,1,2,2015,688.0
580,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1051.00,02/01/2015,1,26,5,25,1,2,2015,1051.0
581,Horticulture,Oranges,Bag,93,KES3384.00,02/01/2015,1,29,0,93,1,2,2015,3384.0
582,Horticulture,Brinjals,Bag,44,KES2126.00,02/01/2015,1,4,0,44,1,2,2015,2126.0
583,Horticulture,Kales,Bag,50,KES2076.00,02/01/2015,1,21,0,50,1,2,2015,2076.0
584,Horticulture,Tomatoes,Lg Box,64,KES4455.00,02/01/2015,1,38,3,64,1,2,2015,4455.0
585,Horticulture,Carrots,Ext Bag,138,KES3134.00,02/01/2015,1,7,2,138,1,2,2015,3134.0
586,Horticulture,Spring Onions,Bag,142,KES1585.00,02/01/2015,1,36,0,142,1,2,2015,1585.0
587,Horticulture,Cucumber,Bag,50,KES2568.00,02/01/2015,1,13,0,50,1,2,2015,2568.0
588,Horticulture,Ripe Bananas,Med Bunch,14,KES615.00,02/01/2015,1,34,4,14,1,2,2015,615.0
589,Horticulture,Cooking Bananas,Med Bunch,22,KES527.00,02/01/2015,1,11,4,22,1,2,2015,527.0
590,Horticulture,Pawpaw,Lg Box,54,KES2005.00,02/01/2015,1,31,3,54,1,2,2015,2005.0
591,Horticulture,Lemons,Bag,95,KES2452.00,02/01/2015,1,22,0,95,1,2,2015,2452.0
592,Horticulture,Lettuce,Bag,51,KES2555.00,02/01/2015,1,23,0,51,1,2,2015,2555.0
593,Horticulture,Onions Dry,net,13,KES840.00,02/01/2015,1,28,7,13,1,2,2015,840.0
594,Horticulture,Passion Fruits,Bag,57,KES4008.00,02/01/2015,1,30,0,57,1,2,2015,4008.0
595,Horticulture,Pineapples,Dozen,13,KES751.00,02/01/2015,1,32,1,13,1,2,2015,751.0
596,Horticulture,Avocado,Bag,90,KES2204.00,02/01/2015,1,0,0,90,1,2,2015,2204.0
597,Horticulture,Cauliflower,crate,39,KES2566.00,02/01/2015,1,9,6,39,1,2,2015,2566.0
598,Horticulture,Ripe Bananas,Med Bunch,14,KES571.00,03/01/2015,1,34,4,14,1,3,2015,571.0
599,Horticulture,Cabbages,Ext Bag,126,KES2684.00,03/01/2015,1,5,2,126,1,3,2015,2684.0
600,Horticulture,Pawpaw,Lg Box,54,KES1922.00,03/01/2015,1,31,3,54,1,3,2015,1922.0
601,Horticulture,Avocado,Bag,90,KES2155.00,03/01/2015,1,0,0,90,1,3,2015,2155.0
602,Horticulture,Carrots,Ext Bag,138,KES3634.00,03/01/2015,1,7,2,138,1,3,2015,3634.0
603,Horticulture,Chillies,Bag,38,KES3019.00,03/01/2015,1,10,0,38,1,3,2015,3019.0
604,Horticulture,Onions Dry,net,13,KES975.00,03/01/2015,1,28,7,13,1,3,2015,975.0
605,Horticulture,Mangoes Local,Bag,126,KES2525.00,03/01/2015,1,25,0,126,1,3,2015,2525.0
606,Horticulture,Brinjals,Bag,44,KES2072.00,03/01/2015,1,4,0,44,1,3,2015,2072.0
607,Horticulture,Cauliflower,crate,39,KES2913.00,03/01/2015,1,9,6,39,1,3,2015,2913.0
608,Horticulture,Oranges,Bag,93,KES3357.00,03/01/2015,1,29,0,93,1,3,2015,3357.0
609,Horticulture,Kales,Bag,50,KES2359.00,03/01/2015,1,21,0,50,1,3,2015,2359.0
610,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1055.00,03/01/2015,1,26,5,25,1,3,2015,1055.0
611,Horticulture,Limes,net,13,KES757.00,03/01/2015,1,24,7,13,1,3,2015,757.0
612,Horticulture,Passion Fruits,Bag,57,KES4137.00,03/01/2015,1,30,0,57,1,3,2015,4137.0
613,Horticulture,Tomatoes,Lg Box,64,KES4504.00,03/01/2015,1,38,3,64,1,3,2015,4504.0
614,Horticulture,Spring Onions,Bag,142,KES1792.00,03/01/2015,1,36,0,142,1,3,2015,1792.0
615,Horticulture,Capsicums,Bag,50,KES3009.00,03/01/2015,1,6,0,50,1,3,2015,3009.0
616,Horticulture,Lemons,Bag,95,KES2443.00,03/01/2015,1,22,0,95,1,3,2015,2443.0
617,Horticulture,Cooking Bananas,Med Bunch,22,KES553.00,03/01/2015,1,11,4,22,1,3,2015,553.0
618,Horticulture,Lettuce,Bag,51,KES2585.00,03/01/2015,1,23,0,51,1,3,2015,2585.0
619,Horticulture,Pineapples,Dozen,13,KES756.00,03/01/2015,1,32,1,13,1,3,2015,756.0
620,Horticulture,Cucumber,Bag,50,KES2384.00,03/01/2015,1,13,0,50,1,3,2015,2384.0
621,Horticulture,Cabbages,Ext Bag,126,KES2967.00,04/01/2015,1,5,2,126,1,4,2015,2967.0
622,Horticulture,Pineapples,Dozen,13,KES782.00,04/01/2015,1,32,1,13,1,4,2015,782.0
623,Horticulture,Spring Onions,Bag,142,KES2059.00,04/01/2015,1,36,0,142,1,4,2015,2059.0
624,Horticulture,Cauliflower,crate,39,KES3375.00,04/01/2015,1,9,6,39,1,4,2015,3375.0
625,Horticulture,Cooking Bananas,Med Bunch,22,KES550.00,04/01/2015,1,11,4,22,1,4,2015,550.0
626,Horticulture,Avocado,Bag,90,KES2210.00,04/01/2015,1,0,0,90,1,4,2015,2210.0
627,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1106.00,04/01/2015,1,26,5,25,1,4,2015,1106.0
628,Horticulture,Capsicums,Bag,50,KES2508.00,04/01/2015,1,6,0,50,1,4,2015,2508.0
629,Horticulture,Cucumber,Bag,50,KES2145.00,04/01/2015,1,13,0,50,1,4,2015,2145.0
630,Horticulture,Kales,Bag,50,KES2006.00,04/01/2015,1,21,0,50,1,4,2015,2006.0
631,Horticulture,Chillies,Bag,38,KES2968.00,04/01/2015,1,10,0,38,1,4,2015,2968.0
632,Horticulture,Carrots,Ext Bag,138,KES4497.00,04/01/2015,1,7,2,138,1,4,2015,4497.0
633,Horticulture,Pawpaw,Lg Box,54,KES1829.00,04/01/2015,1,31,3,54,1,4,2015,1829.0
634,Horticulture,Onions Dry,net,13,KES1074.00,04/01/2015,1,28,7,13,1,4,2015,1074.0
635,Horticulture,Ripe Bananas,Med Bunch,14,KES535.00,04/01/2015,1,34,4,14,1,4,2015,535.0
636,Horticulture,Tomatoes,Lg Box,64,KES5277.00,04/01/2015,1,38,3,64,1,4,2015,5277.0
637,Horticulture,Passion Fruits,Bag,57,KES4365.00,04/01/2015,1,30,0,57,1,4,2015,4365.0
638,Horticulture,Mangoes Local,Bag,126,KES2407.00,04/01/2015,1,25,0,126,1,4,2015,2407.0
639,Horticulture,Lettuce,Bag,51,KES3124.00,04/01/2015,1,23,0,51,1,4,2015,3124.0
640,Horticulture,Brinjals,Bag,44,KES1803.00,04/01/2015,1,4,0,44,1,4,2015,1803.0
641,Horticulture,Limes,net,13,KES986.00,04/01/2015,1,24,7,13,1,4,2015,986.0
642,Horticulture,Oranges,Bag,93,KES3216.00,04/01/2015,1,29,0,93,1,4,2015,3216.0
643,Horticulture,Lemons,Bag,95,KES2611.00,04/01/2015,1,22,0,95,1,4,2015,2611.0
644,Horticulture,Cauliflower,crate,39,KES3338.00,05/01/2015,1,9,6,39,1,5,2015,3338.0
645,Horticulture,Kales,Bag,50,KES1229.00,05/01/2015,1,21,0,50,1,5,2015,1229.0
646,Horticulture,Lettuce,Bag,51,KES2964.00,05/01/2015,1,23,0,51,1,5,2015,2964.0
647,Horticulture,Ripe Bananas,Med Bunch,14,KES550.00,05/01/2015,1,34,4,14,1,5,2015,550.0
648,Horticulture,Passion Fruits,Bag,57,KES4492.00,05/01/2015,1,30,0,57,1,5,2015,4492.0
649,Horticulture,Pawpaw,Lg Box,54,KES1683.00,05/01/2015,1,31,3,54,1,5,2015,1683.0
650,Horticulture,Mangoes Ngowe,Sm Basket,25,KES930.00,05/01/2015,1,26,5,25,1,5,2015,930.0
651,Horticulture,Mangoes Local,Bag,126,KES2315.00,05/01/2015,1,25,0,126,1,5,2015,2315.0
652,Horticulture,Oranges,Bag,93,KES3261.00,05/01/2015,1,29,0,93,1,5,2015,3261.0
653,Horticulture,Capsicums,Bag,50,KES2072.00,05/01/2015,1,6,0,50,1,5,2015,2072.0
654,Horticulture,Cucumber,Bag,50,KES2031.00,05/01/2015,1,13,0,50,1,5,2015,2031.0
655,Horticulture,Lemons,Bag,95,KES2573.00,05/01/2015,1,22,0,95,1,5,2015,2573.0
656,Horticulture,Pineapples,Dozen,13,KES801.00,05/01/2015,1,32,1,13,1,5,2015,801.0
657,Horticulture,Brinjals,Bag,44,KES1656.00,05/01/2015,1,4,0,44,1,5,2015,1656.0
658,Horticulture,Spring Onions,Bag,142,KES1850.00,05/01/2015,1,36,0,142,1,5,2015,1850.0
659,Horticulture,Cabbages,Ext Bag,126,KES2643.00,05/01/2015,1,5,2,126,1,5,2015,2643.0
660,Horticulture,Cooking Bananas,Med Bunch,22,KES612.00,05/01/2015,1,11,4,22,1,5,2015,612.0
661,Horticulture,Tomatoes,Lg Box,64,KES5664.00,05/01/2015,1,38,3,64,1,5,2015,5664.0
662,Horticulture,Onions Dry,net,13,KES1169.00,05/01/2015,1,28,7,13,1,5,2015,1169.0
663,Horticulture,Chillies,Bag,38,KES2131.00,05/01/2015,1,10,0,38,1,5,2015,2131.0
664,Horticulture,Carrots,Ext Bag,138,KES4858.00,05/01/2015,1,7,2,138,1,5,2015,4858.0
665,Horticulture,Avocado,Bag,90,KES2156.00,05/01/2015,1,0,0,90,1,5,2015,2156.0
666,Horticulture,Limes,net,13,KES1135.00,05/01/2015,1,24,7,13,1,5,2015,1135.0
667,Horticulture,Cauliflower,crate,39,KES2455.00,06/01/2015,1,9,6,39,1,6,2015,2455.0
668,Horticulture,Tomatoes,Lg Box,64,KES5128.00,06/01/2015,1,38,3,64,1,6,2015,5128.0
669,Horticulture,Limes,net,13,KES1051.00,06/01/2015,1,24,7,13,1,6,2015,1051.0
670,Horticulture,Mangoes Local,Bag,126,KES2275.00,06/01/2015,1,25,0,126,1,6,2015,2275.0
671,Horticulture,Chillies,Bag,38,KES2153.00,06/01/2015,1,10,0,38,1,6,2015,2153.0
672,Horticulture,Avocado,Bag,90,KES2166.00,06/01/2015,1,0,0,90,1,6,2015,2166.0
673,Horticulture,Ripe Bananas,Med Bunch,14,KES552.00,06/01/2015,1,34,4,14,1,6,2015,552.0
674,Horticulture,Capsicums,Bag,50,KES2145.00,06/01/2015,1,6,0,50,1,6,2015,2145.0
675,Horticulture,Cooking Bananas,Med Bunch,22,KES608.00,06/01/2015,1,11,4,22,1,6,2015,608.0
676,Horticulture,Pineapples,Dozen,13,KES836.00,06/01/2015,1,32,1,13,1,6,2015,836.0
677,Horticulture,Carrots,Ext Bag,138,KES5715.00,06/01/2015,1,7,2,138,1,6,2015,5715.0
678,Horticulture,Lemons,Bag,95,KES2387.00,06/01/2015,1,22,0,95,1,6,2015,2387.0
679,Horticulture,Mangoes Ngowe,Sm Basket,25,KES963.00,06/01/2015,1,26,5,25,1,6,2015,963.0
680,Horticulture,Pawpaw,Lg Box,54,KES1688.00,06/01/2015,1,31,3,54,1,6,2015,1688.0
681,Horticulture,Passion Fruits,Bag,57,KES4675.00,06/01/2015,1,30,0,57,1,6,2015,4675.0
682,Horticulture,Cabbages,Ext Bag,126,KES2179.00,06/01/2015,1,5,2,126,1,6,2015,2179.0
683,Horticulture,Oranges,Bag,93,KES3193.00,06/01/2015,1,29,0,93,1,6,2015,3193.0
684,Horticulture,Cucumber,Bag,50,KES1624.00,06/01/2015,1,13,0,50,1,6,2015,1624.0
685,Horticulture,Lettuce,Bag,51,KES2110.00,06/01/2015,1,23,0,51,1,6,2015,2110.0
686,Horticulture,Brinjals,Bag,44,KES1498.00,06/01/2015,1,4,0,44,1,6,2015,1498.0
687,Horticulture,Onions Dry,net,13,KES1259.00,06/01/2015,1,28,7,13,1,6,2015,1259.0
688,Horticulture,Spring Onions,Bag,142,KES1798.00,06/01/2015,1,36,0,142,1,6,2015,1798.0
689,Horticulture,Kales,Bag,50,KES1197.00,06/01/2015,1,21,0,50,1,6,2015,1197.0
690,Horticulture,Brinjals,Bag,44,KES1511.00,07/01/2015,1,4,0,44,1,7,2015,1511.0
691,Horticulture,Passion Fruits,Bag,57,KES4582.00,07/01/2015,1,30,0,57,1,7,2015,4582.0
692,Horticulture,Cauliflower,crate,39,KES2902.00,07/01/2015,1,9,6,39,1,7,2015,2902.0
693,Horticulture,Spring Onions,Bag,142,KES1797.00,07/01/2015,1,36,0,142,1,7,2015,1797.0
694,Horticulture,Mangoes Local,Bag,126,KES2185.00,07/01/2015,1,25,0,126,1,7,2015,2185.0
695,Horticulture,Ripe Bananas,Med Bunch,14,KES529.00,07/01/2015,1,34,4,14,1,7,2015,529.0
696,Horticulture,Cooking Bananas,Med Bunch,22,KES589.00,07/01/2015,1,11,4,22,1,7,2015,589.0
697,Horticulture,Cucumber,Bag,50,KES2159.00,07/01/2015,1,13,0,50,1,7,2015,2159.0
698,Horticulture,Capsicums,Bag,50,KES2283.00,07/01/2015,1,6,0,50,1,7,2015,2283.0
699,Horticulture,Limes,net,13,KES959.00,07/01/2015,1,24,7,13,1,7,2015,959.0
700,Horticulture,Chillies,Bag,38,KES1955.00,07/01/2015,1,10,0,38,1,7,2015,1955.0
701,Horticulture,Cabbages,Ext Bag,126,KES1610.00,07/01/2015,1,5,2,126,1,7,2015,1610.0
702,Horticulture,Kales,Bag,50,KES1175.00,07/01/2015,1,21,0,50,1,7,2015,1175.0
703,Horticulture,Onions Dry,net,13,KES1032.00,07/01/2015,1,28,7,13,1,7,2015,1032.0
704,Horticulture,Avocado,Bag,90,KES2070.00,07/01/2015,1,0,0,90,1,7,2015,2070.0
705,Horticulture,Mangoes Ngowe,Sm Basket,25,KES992.00,07/01/2015,1,26,5,25,1,7,2015,992.0
706,Horticulture,Pawpaw,Lg Box,54,KES1823.00,07/01/2015,1,31,3,54,1,7,2015,1823.0
707,Horticulture,Tomatoes,Lg Box,64,KES3969.00,07/01/2015,1,38,3,64,1,7,2015,3969.0
708,Horticulture,Oranges,Bag,93,KES3348.00,07/01/2015,1,29,0,93,1,7,2015,3348.0
709,Horticulture,Carrots,Ext Bag,138,KES4490.00,07/01/2015,1,7,2,138,1,7,2015,4490.0
710,Horticulture,Lettuce,Bag,51,KES2476.00,07/01/2015,1,23,0,51,1,7,2015,2476.0
711,Horticulture,Pineapples,Dozen,13,KES757.00,07/01/2015,1,32,1,13,1,7,2015,757.0
712,Horticulture,Lemons,Bag,95,KES2455.00,07/01/2015,1,22,0,95,1,7,2015,2455.0
713,Cereals,Dry Maize,Bag,90,KES2832.00,01/01/2013,0,15,0,90,1,1,2013,2832.0
714,Cereals,Green Maize,Ext Bag,115,KES2471.00,01/01/2013,0,19,2,115,1,1,2013,2471.0
715,Cereals,Finger Millet,Bag,90,KES6012.00,01/01/2013,0,16,0,90,1,1,2013,6012.0
716,Cereals,Sorghum,Bag,90,KES3306.00,01/01/2013,0,35,0,90,1,1,2013,3306.0
717,Cereals,Wheat,Bag,90,KES4058.00,01/01/2013,0,39,0,90,1,1,2013,4058.0
718,Legumes,Beans Canadian,Bag,90,KES5729.00,01/01/2013,2,1,0,90,1,1,2013,5729.0
719,Legumes,Beans Rosecoco,Bag,90,KES5498.00,01/01/2013,2,3,0,90,1,1,2013,5498.0
720,Legumes,Beans Mwitemania,Bag,90,KES5132.00,01/01/2013,2,2,0,90,1,1,2013,5132.0
721,Legumes,Mwezi Moja,Bag,90,KES5512.00,01/01/2013,2,27,0,90,1,1,2013,5512.0
722,Legumes,Dolichos (Njahi),Bag,90,KES7383.00,01/01/2013,2,14,0,90,1,1,2013,7383.0
723,Legumes,Green Gram,Bag,90,KES6784.00,01/01/2013,2,18,0,90,1,1,2013,6784.0
724,Legumes,Cowpeas,Bag,90,KES5053.00,01/01/2013,2,12,0,90,1,1,2013,5053.0
725,Legumes,Fresh Peas,Bag,51,KES2817.00,01/01/2013,2,17,0,51,1,1,2013,2817.0
726,Legumes,Groundnuts,Bag,110,KES10679.00,01/01/2013,2,20,0,110,1,1,2013,10679.0
727,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2969.00,01/01/2013,3,33,0,110,1,1,2013,2969.0
728,Roots & Tubers,White Irish Potatoes,Bag,110,KES3007.00,01/01/2013,3,40,0,110,1,1,2013,3007.0
729,Roots & Tubers,Cassava Fresh,Bag,99,KES1735.00,01/01/2013,3,8,0,99,1,1,2013,1735.0
730,Roots & Tubers,Sweet Potatoes,Bag,98,KES2526.00,01/01/2013,3,37,0,98,1,1,2013,2526.0
731,Cereals,Dry Maize,Bag,90,KES2857.00,02/01/2013,0,15,0,90,1,2,2013,2857.0
732,Cereals,Green Maize,Ext Bag,115,KES2963.00,02/01/2013,0,19,2,115,1,2,2013,2963.0
733,Cereals,Finger Millet,Bag,90,KES6213.00,02/01/2013,0,16,0,90,1,2,2013,6213.0
734,Cereals,Sorghum,Bag,90,KES3626.00,02/01/2013,0,35,0,90,1,2,2013,3626.0
735,Cereals,Wheat,Bag,90,KES4071.00,02/01/2013,0,39,0,90,1,2,2013,4071.0
736,Legumes,Beans Canadian,Bag,90,KES5643.00,02/01/2013,2,1,0,90,1,2,2013,5643.0
737,Legumes,Beans Rosecoco,Bag,90,KES5390.00,02/01/2013,2,3,0,90,1,2,2013,5390.0
738,Legumes,Beans Mwitemania,Bag,90,KES5226.00,02/01/2013,2,2,0,90,1,2,2013,5226.0
739,Legumes,Mwezi Moja,Bag,90,KES5261.00,02/01/2013,2,27,0,90,1,2,2013,5261.0
740,Legumes,Dolichos (Njahi),Bag,90,KES7875.00,02/01/2013,2,14,0,90,1,2,2013,7875.0
741,Legumes,Green Gram,Bag,90,KES7340.00,02/01/2013,2,18,0,90,1,2,2013,7340.0
742,Legumes,Cowpeas,Bag,90,KES5101.00,02/01/2013,2,12,0,90,1,2,2013,5101.0
743,Legumes,Fresh Peas,Bag,51,KES3422.00,02/01/2013,2,17,0,51,1,2,2013,3422.0
744,Legumes,Groundnuts,Bag,110,KES10326.00,02/01/2013,2,20,0,110,1,2,2013,10326.0
745,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3143.00,02/01/2013,3,33,0,110,1,2,2013,3143.0
746,Roots & Tubers,White Irish Potatoes,Bag,110,KES2892.00,02/01/2013,3,40,0,110,1,2,2013,2892.0
747,Roots & Tubers,Cassava Fresh,Bag,99,KES1685.00,02/01/2013,3,8,0,99,1,2,2013,1685.0
748,Roots & Tubers,Sweet Potatoes,Bag,98,KES3140.00,02/01/2013,3,37,0,98,1,2,2013,3140.0
749,Cereals,Dry Maize,Bag,90,KES2880.00,03/01/2013,0,15,0,90,1,3,2013,2880.0
750,Cereals,Green Maize,Ext Bag,115,KES2840.00,03/01/2013,0,19,2,115,1,3,2013,2840.0
751,Cereals,Finger Millet,Bag,90,KES5890.00,03/01/2013,0,16,0,90,1,3,2013,5890.0
752,Cereals,Sorghum,Bag,90,KES3605.00,03/01/2013,0,35,0,90,1,3,2013,3605.0
753,Cereals,Wheat,Bag,90,KES3911.00,03/01/2013,0,39,0,90,1,3,2013,3911.0
754,Legumes,Beans Canadian,Bag,90,KES5475.00,03/01/2013,2,1,0,90,1,3,2013,5475.0
755,Legumes,Beans Rosecoco,Bag,90,KES5712.00,03/01/2013,2,3,0,90,1,3,2013,5712.0
756,Legumes,Beans Mwitemania,Bag,90,KES5241.00,03/01/2013,2,2,0,90,1,3,2013,5241.0
757,Legumes,Mwezi Moja,Bag,90,KES5529.00,03/01/2013,2,27,0,90,1,3,2013,5529.0
758,Legumes,Dolichos (Njahi),Bag,90,KES7473.00,03/01/2013,2,14,0,90,1,3,2013,7473.0
759,Legumes,Green Gram,Bag,90,KES7352.00,03/01/2013,2,18,0,90,1,3,2013,7352.0
760,Legumes,Cowpeas,Bag,90,KES6005.00,03/01/2013,2,12,0,90,1,3,2013,6005.0
761,Legumes,Fresh Peas,Bag,51,KES2908.00,03/01/2013,2,17,0,51,1,3,2013,2908.0
762,Legumes,Groundnuts,Bag,110,KES10938.00,03/01/2013,2,20,0,110,1,3,2013,10938.0
763,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2987.00,03/01/2013,3,33,0,110,1,3,2013,2987.0
764,Roots & Tubers,White Irish Potatoes,Bag,110,KES2854.00,03/01/2013,3,40,0,110,1,3,2013,2854.0
765,Roots & Tubers,Cassava Fresh,Bag,99,KES1941.00,03/01/2013,3,8,0,99,1,3,2013,1941.0
766,Roots & Tubers,Sweet Potatoes,Bag,98,KES2645.00,03/01/2013,3,37,0,98,1,3,2013,2645.0
767,Cereals,Dry Maize,Bag,90,KES2837.00,04/01/2013,0,15,0,90,1,4,2013,2837.0
768,Cereals,Green Maize,Ext Bag,115,KES3006.00,04/01/2013,0,19,2,115,1,4,2013,3006.0
769,Cereals,Finger Millet,Bag,90,KES5929.00,04/01/2013,0,16,0,90,1,4,2013,5929.0
770,Cereals,Sorghum,Bag,90,KES3554.00,04/01/2013,0,35,0,90,1,4,2013,3554.0
771,Cereals,Wheat,Bag,90,KES4024.00,04/01/2013,0,39,0,90,1,4,2013,4024.0
772,Legumes,Beans Canadian,Bag,90,KES5822.00,04/01/2013,2,1,0,90,1,4,2013,5822.0
773,Legumes,Beans Rosecoco,Bag,90,KES6202.00,04/01/2013,2,3,0,90,1,4,2013,6202.0
774,Legumes,Beans Mwitemania,Bag,90,KES5602.00,04/01/2013,2,2,0,90,1,4,2013,5602.0
775,Legumes,Mwezi Moja,Bag,90,KES5774.00,04/01/2013,2,27,0,90,1,4,2013,5774.0
776,Legumes,Dolichos (Njahi),Bag,90,KES7780.00,04/01/2013,2,14,0,90,1,4,2013,7780.0
777,Legumes,Green Gram,Bag,90,KES7819.00,04/01/2013,2,18,0,90,1,4,2013,7819.0
778,Legumes,Cowpeas,Bag,90,KES5352.00,04/01/2013,2,12,0,90,1,4,2013,5352.0
779,Legumes,Fresh Peas,Bag,51,KES2852.00,04/01/2013,2,17,0,51,1,4,2013,2852.0
780,Legumes,Groundnuts,Bag,110,KES12269.00,04/01/2013,2,20,0,110,1,4,2013,12269.0
781,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2671.00,04/01/2013,3,33,0,110,1,4,2013,2671.0
782,Roots & Tubers,White Irish Potatoes,Bag,110,KES2653.00,04/01/2013,3,40,0,110,1,4,2013,2653.0
783,Roots & Tubers,Cassava Fresh,Bag,99,KES2102.00,04/01/2013,3,8,0,99,1,4,2013,2102.0
784,Roots & Tubers,Sweet Potatoes,Bag,98,KES2728.00,04/01/2013,3,37,0,98,1,4,2013,2728.0
785,Cereals,Dry Maize,Bag,90,KES2838.00,05/01/2013,0,15,0,90,1,5,2013,2838.0
786,Cereals,Green Maize,Ext Bag,115,KES3847.00,05/01/2013,0,19,2,115,1,5,2013,3847.0
787,Cereals,Finger Millet,Bag,90,KES6321.00,05/01/2013,0,16,0,90,1,5,2013,6321.0
788,Cereals,Sorghum,Bag,90,KES3694.00,05/01/2013,0,35,0,90,1,5,2013,3694.0
789,Cereals,Wheat,Bag,90,KES4365.00,05/01/2013,0,39,0,90,1,5,2013,4365.0
